States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Tamil Nadu,Kharif,Kulthi (Horse Gram),1999-2000,3.00,1.00,440
India,Kharif,Kulthi (Horse Gram),1999-2000,510.00,198.00,387
Andhra Pradesh,Rabi,Kulthi (Horse Gram),1999-2000,84.00,30.00,360
Karnataka,Rabi,Kulthi (Horse Gram),1999-2000,215.00,92.00,430
Kerala,Rabi,Kulthi (Horse Gram),1999-2000,9.00,7.00,859
Madhya Pradesh,Rabi,Kulthi (Horse Gram),1999-2000,5.00,1.00,292
Maharashtra,Rabi,Kulthi (Horse Gram),1999-2000,12.00,5.00,437
Odisha,Rabi,Kulthi (Horse Gram),1999-2000,1.00,-,-
Tamil Nadu,Rabi,Kulthi (Horse Gram),1999-2000,130.00,57.00,436
West Bengal,Rabi,Kulthi (Horse Gram),1999-2000,8.00,4.00,481
India,Rabi,Kulthi (Horse Gram),1999-2000,462.00,197.00,427
Andhra Pradesh,Total,Kulthi (Horse Gram),1999-2000,101.00,36.00,357
Bihar,Total,Kulthi (Horse Gram),1999-2000,54.00,43.00,810
Himachal Pradesh,Total,Kulthi (Horse Gram),1999-2000,3.00,1.00,357
Jammu & Kashmir,Total,Kulthi (Horse Gram),1999-2000,2.00,1.00,333
Karnataka,Total,Kulthi (Horse Gram),1999-2000,355.00,155.00,436
Kerala,Total,Kulthi (Horse Gram),1999-2000,9.00,-,-
Madhya Pradesh,Total,Kulthi (Horse Gram),1999-2000,115.00,32.00,275
Maharashtra,Total,Kulthi (Horse Gram),1999-2000,104.00,35.00,340
Odisha,Total,Kulthi (Horse Gram),1999-2000,90.00,23.00,253
Tamil Nadu,Total,Kulthi (Horse Gram),1999-2000,132.00,58.00,437
West Bengal,Total,Kulthi (Horse Gram),1999-2000,8.00,4.00,481
India,Total,Kulthi (Horse Gram),1999-2000,972.00,395.00,406
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2000-2001,14.00,7.00,500
Bihar,Kharif,Kulthi (Horse Gram),2000-2001,18.00,14.00,771
Chhattisgarh,Kharif,Kulthi (Horse Gram),2000-2001,62.00,18.00,297
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2000-2001,3.00,1.00,519
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2000-2001,2.00,1.00,263
Jharkhand,Kharif,Kulthi (Horse Gram),2000-2001,38.00,31.00,835
Karnataka,Kharif,Kulthi (Horse Gram),2000-2001,162.00,93.00,573
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2000-2001,37.00,7.00,176
Maharashtra,Kharif,Kulthi (Horse Gram),2000-2001,91.00,31.00,345
Odisha,Kharif,Kulthi (Horse Gram),2000-2001,76.00,15.00,191
Tamil Nadu,Kharif,Kulthi (Horse Gram),2000-2001,38.00,13.00,329
India,Kharif,Kulthi (Horse Gram),2000-2001,539.00,230.00,426
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2000-2001,65.00,14.00,208
Chhattisgarh,Rabi,Kulthi (Horse Gram),2000-2001,3.00,1.00,265
Karnataka,Rabi,Kulthi (Horse Gram),2000-2001,133.00,65.00,484
Kerala,Rabi,Kulthi (Horse Gram),2000-2001,5.00,4.00,809
Tamil Nadu,Rabi,Kulthi (Horse Gram),2000-2001,64.00,34.00,534
West Bengal,Rabi,Kulthi (Horse Gram),2000-2001,4.00,2.00,512
India,Rabi,Kulthi (Horse Gram),2000-2001,275.00,119.00,434
Andhra Pradesh,Total,Kulthi (Horse Gram),2000-2001,79.00,21.00,260
Bihar,Total,Kulthi (Horse Gram),2000-2001,18.00,14.00,771
Chhattisgarh,Total,Kulthi (Horse Gram),2000-2001,65.00,19.00,295
Himachal Pradesh,Total,Kulthi (Horse Gram),2000-2001,3.00,1.00,519
Jammu & Kashmir,Total,Kulthi (Horse Gram),2000-2001,2.00,1.00,263
Jharkhand,Total,Kulthi (Horse Gram),2000-2001,38.00,31.00,835
Karnataka,Total,Kulthi (Horse Gram),2000-2001,295.00,157.00,533
Kerala,Total,Kulthi (Horse Gram),2000-2001,5.00,4.00,809
Madhya Pradesh,Total,Kulthi (Horse Gram),2000-2001,37.00,7.00,176
Maharashtra,Total,Kulthi (Horse Gram),2000-2001,91.00,31.00,345
Odisha,Total,Kulthi (Horse Gram),2000-2001,76.00,15.00,191
Tamil Nadu,Total,Kulthi (Horse Gram),2000-2001,102.00,47.00,457
West Bengal,Total,Kulthi (Horse Gram),2000-2001,4.00,2.00,512
India,Total,Kulthi (Horse Gram),2000-2001,814.00,349.00,429
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2001-2002,11.00,4.00,386
Bihar,Kharif,Kulthi (Horse Gram),2001-2002,14.00,12.00,804
Chhattisgarh,Kharif,Kulthi (Horse Gram),2001-2002,58.00,20.00,340
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2001-2002,2.00,1.00,348
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2001-2002,2.00,1.00,316
Jharkhand,Kharif,Kulthi (Horse Gram),2001-2002,11.00,6.00,573
Karnataka,Kharif,Kulthi (Horse Gram),2001-2002,155.00,82.00,528
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2001-2002,36.00,9.00,250
Maharashtra,Kharif,Kulthi (Horse Gram),2001-2002,42.00,11.00,262
Odisha,Kharif,Kulthi (Horse Gram),2001-2002,91.00,28.00,308
Tamil Nadu,Kharif,Kulthi (Horse Gram),2001-2002,31.00,14.00,448
India,Kharif,Kulthi (Horse Gram),2001-2002,454.00,187.00,412
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2001-2002,69.00,35.00,507
Chhattisgarh,Rabi,Kulthi (Horse Gram),2001-2002,4.00,1.00,278
Karnataka,Rabi,Kulthi (Horse Gram),2001-2002,188.00,67.00,357
Kerala,Rabi,Kulthi (Horse Gram),2001-2002,5.00,4.00,826
Maharashtra,Rabi,Kulthi (Horse Gram),2001-2002,11.00,5.00,455
Tamil Nadu,Rabi,Kulthi (Horse Gram),2001-2002,101.00,47.00,467
West Bengal,Rabi,Kulthi (Horse Gram),2001-2002,4.00,3.00,865
India,Rabi,Kulthi (Horse Gram),2001-2002,381.00,162.00,426
Andhra Pradesh,Total,Kulthi (Horse Gram),2001-2002,80.00,39.00,490
Bihar,Total,Kulthi (Horse Gram),2001-2002,14.00,12.00,804
Chhattisgarh,Total,Kulthi (Horse Gram),2001-2002,61.00,21.00,336
Himachal Pradesh,Total,Kulthi (Horse Gram),2001-2002,2.00,1.00,348
Jammu & Kashmir,Total,Kulthi (Horse Gram),2001-2002,2.00,1.00,316
Jharkhand,Total,Kulthi (Horse Gram),2001-2002,11.00,6.00,573
Karnataka,Total,Kulthi (Horse Gram),2001-2002,343.00,149.00,434
Kerala,Total,Kulthi (Horse Gram),2001-2002,5.00,4.00,826
Madhya Pradesh,Total,Kulthi (Horse Gram),2001-2002,36.00,9.00,250
Maharashtra,Total,Kulthi (Horse Gram),2001-2002,53.00,16.00,302
Odisha,Total,Kulthi (Horse Gram),2001-2002,91.00,28.00,308
Tamil Nadu,Total,Kulthi (Horse Gram),2001-2002,132.00,61.00,463
West Bengal,Total,Kulthi (Horse Gram),2001-2002,4.00,3.00,865
India,Total,Kulthi (Horse Gram),2001-2002,835.00,349.00,418
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2002-2003,15.00,6.00,400
Bihar,Kharif,Kulthi (Horse Gram),2002-2003,13.00,10.00,794
Chhattisgarh,Kharif,Kulthi (Horse Gram),2002-2003,55.00,13.00,240
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2002-2003,3.00,1.00,192
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2002-2003,2.00,1.00,300
Jharkhand,Kharif,Kulthi (Horse Gram),2002-2003,14.00,6.00,443
Karnataka,Kharif,Kulthi (Horse Gram),2002-2003,133.00,52.00,391
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2002-2003,33.00,8.00,237
Maharashtra,Kharif,Kulthi (Horse Gram),2002-2003,47.00,11.00,236
Odisha,Kharif,Kulthi (Horse Gram),2002-2003,76.00,14.00,188
Tamil Nadu,Kharif,Kulthi (Horse Gram),2002-2003,18.00,6.00,337
India,Kharif,Kulthi (Horse Gram),2002-2003,408.00,128.00,314
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2002-2003,67.00,23.00,343
Chhattisgarh,Rabi,Kulthi (Horse Gram),2002-2003,3.00,1.00,333
Karnataka,Rabi,Kulthi (Horse Gram),2002-2003,202.00,57.00,282
Kerala,Rabi,Kulthi (Horse Gram),2002-2003,5.00,4.00,800
Maharashtra,Rabi,Kulthi (Horse Gram),2002-2003,7.00,3.00,429
Tamil Nadu,Rabi,Kulthi (Horse Gram),2002-2003,68.00,18.00,265
West Bengal,Rabi,Kulthi (Horse Gram),2002-2003,6.00,3.00,500
India,Rabi,Kulthi (Horse Gram),2002-2003,358.00,108.00,302
Andhra Pradesh,Total,Kulthi (Horse Gram),2002-2003,82.00,29.00,354
Bihar,Total,Kulthi (Horse Gram),2002-2003,13.00,10.00,794
Chhattisgarh,Total,Kulthi (Horse Gram),2002-2003,58.00,14.00,245
Himachal Pradesh,Total,Kulthi (Horse Gram),2002-2003,3.00,1.00,192
Jammu & Kashmir,Total,Kulthi (Horse Gram),2002-2003,2.00,1.00,300
Jharkhand,Total,Kulthi (Horse Gram),2002-2003,14.00,6.00,443
Karnataka,Total,Kulthi (Horse Gram),2002-2003,335.00,109.00,325
Kerala,Total,Kulthi (Horse Gram),2002-2003,5.00,4.00,800
Madhya Pradesh,Total,Kulthi (Horse Gram),2002-2003,33.00,8.00,237
Maharashtra,Total,Kulthi (Horse Gram),2002-2003,54.00,14.00,261
Odisha,Total,Kulthi (Horse Gram),2002-2003,76.00,14.00,188
Tamil Nadu,Total,Kulthi (Horse Gram),2002-2003,86.00,24.00,280
West Bengal,Total,Kulthi (Horse Gram),2002-2003,6.00,3.00,500
India,Total,Kulthi (Horse Gram),2002-2003,766.00,236.00,308
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2003-2004,11.00,4.00,364
Bihar,Kharif,Kulthi (Horse Gram),2003-2004,15.00,11.00,740
Chhattisgarh,Kharif,Kulthi (Horse Gram),2003-2004,53.00,18.00,333
Haryana,Kharif,Kulthi (Horse Gram),2003-2004,4.00,1.00,163
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2003-2004,3.00,1.00,192
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2003-2004,1.00,1.00,357
Jharkhand,Kharif,Kulthi (Horse Gram),2003-2004,18.00,6.00,335
Karnataka,Kharif,Kulthi (Horse Gram),2003-2004,109.00,38.00,350
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2003-2004,31.00,10.00,312
Maharashtra,Kharif,Kulthi (Horse Gram),2003-2004,53.00,13.00,245
Odisha,Kharif,Kulthi (Horse Gram),2003-2004,88.00,25.00,282
Tamil Nadu,Kharif,Kulthi (Horse Gram),2003-2004,24.00,6.00,268
India,Kharif,Kulthi (Horse Gram),2003-2004,410.00,133.00,324
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2003-2004,68.00,35.00,515
Chhattisgarh,Rabi,Kulthi (Horse Gram),2003-2004,3.00,1.00,290
Karnataka,Rabi,Kulthi (Horse Gram),2003-2004,165.00,39.00,236
Kerala,Rabi,Kulthi (Horse Gram),2003-2004,4.00,3.00,868
Madhya Pradesh,Rabi,Kulthi (Horse Gram),2003-2004,-,-,333
Maharashtra,Rabi,Kulthi (Horse Gram),2003-2004,10.00,4.00,400
Odisha,Rabi,Kulthi (Horse Gram),2003-2004,0.00,-,333
Tamil Nadu,Rabi,Kulthi (Horse Gram),2003-2004,45.00,12.00,269
West Bengal,Rabi,Kulthi (Horse Gram),2003-2004,4.00,2.00,439
India,Rabi,Kulthi (Horse Gram),2003-2004,299.00,96.00,322
Andhra Pradesh,Total,Kulthi (Horse Gram),2003-2004,79.00,39.00,494
Bihar,Total,Kulthi (Horse Gram),2003-2004,15.00,11.00,740
Chhattisgarh,Total,Kulthi (Horse Gram),2003-2004,56.00,18.00,330
Haryana,Total,Kulthi (Horse Gram),2003-2004,4.00,1.00,163
Himachal Pradesh,Total,Kulthi (Horse Gram),2003-2004,3.00,1.00,192
Jammu & Kashmir,Total,Kulthi (Horse Gram),2003-2004,1.00,1.00,357
Jharkhand,Total,Kulthi (Horse Gram),2003-2004,18.00,6.00,335
Karnataka,Total,Kulthi (Horse Gram),2003-2004,274.00,77.00,282
Kerala,Total,Kulthi (Horse Gram),2003-2004,4.00,3.00,868
Madhya Pradesh,Total,Kulthi (Horse Gram),2003-2004,31.00,10.00,312
Maharashtra,Total,Kulthi (Horse Gram),2003-2004,63.00,17.00,270
Odisha,Total,Kulthi (Horse Gram),2003-2004,88.00,25.00,282
Tamil Nadu,Total,Kulthi (Horse Gram),2003-2004,68.00,18.00,269
West Bengal,Total,Kulthi (Horse Gram),2003-2004,4.00,2.00,439
India,Total,Kulthi (Horse Gram),2003-2004,709.00,229.00,323
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2004-2005,10.00,5.00,505
Bihar,Kharif,Kulthi (Horse Gram),2004-2005,15.00,12.00,807
Chhattisgarh,Kharif,Kulthi (Horse Gram),2004-2005,52.00,16.00,298
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2004-2005,2.00,1.00,292
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2004-2005,2.00,1.00,300
Jharkhand,Kharif,Kulthi (Horse Gram),2004-2005,17.00,8.00,456
Karnataka,Kharif,Kulthi (Horse Gram),2004-2005,140.00,72.00,514
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2004-2005,31.00,8.00,265
Maharashtra,Kharif,Kulthi (Horse Gram),2004-2005,66.00,22.00,334
Odisha,Kharif,Kulthi (Horse Gram),2004-2005,84.00,21.00,248
Tamil Nadu,Kharif,Kulthi (Horse Gram),2004-2005,22.00,7.00,306
India,Kharif,Kulthi (Horse Gram),2004-2005,441.00,171.00,389
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2004-2005,57.00,21.00,368
Chhattisgarh,Rabi,Kulthi (Horse Gram),2004-2005,3.00,1.00,250
Karnataka,Rabi,Kulthi (Horse Gram),2004-2005,143.00,47.00,329
Kerala,Rabi,Kulthi (Horse Gram),2004-2005,2.00,2.00,900
Madhya Pradesh,Rabi,Kulthi (Horse Gram),2004-2005,1.00,-,400
Maharashtra,Rabi,Kulthi (Horse Gram),2004-2005,7.00,2.00,275
Tamil Nadu,Rabi,Kulthi (Horse Gram),2004-2005,81.00,34.00,412
West Bengal,Rabi,Kulthi (Horse Gram),2004-2005,3.00,1.00,429
India,Rabi,Kulthi (Horse Gram),2004-2005,297.00,108.00,362
Andhra Pradesh,Total,Kulthi (Horse Gram),2004-2005,67.00,26.00,389
Bihar,Total,Kulthi (Horse Gram),2004-2005,15.00,12.00,807
Chhattisgarh,Total,Kulthi (Horse Gram),2004-2005,56.00,16.00,295
Himachal Pradesh,Total,Kulthi (Horse Gram),2004-2005,2.00,1.00,292
Jammu & Kashmir,Total,Kulthi (Horse Gram),2004-2005,2.00,1.00,300
Jharkhand,Total,Kulthi (Horse Gram),2004-2005,17.00,8.00,456
Karnataka,Total,Kulthi (Horse Gram),2004-2005,283.00,119.00,420
Kerala,Total,Kulthi (Horse Gram),2004-2005,2.00,2.00,900
Madhya Pradesh,Total,Kulthi (Horse Gram),2004-2005,32.00,8.00,267
Maharashtra,Total,Kulthi (Horse Gram),2004-2005,73.00,24.00,328
Odisha,Total,Kulthi (Horse Gram),2004-2005,84.00,21.00,249
Tamil Nadu,Total,Kulthi (Horse Gram),2004-2005,103.00,40.00,389
West Bengal,Total,Kulthi (Horse Gram),2004-2005,3.00,1.00,429
India,Total,Kulthi (Horse Gram),2004-2005,738.00,279.00,378
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2005-2006,10.00,4.00,414
Bihar,Kharif,Kulthi (Horse Gram),2005-2006,11.00,10.00,858
Chhattisgarh,Kharif,Kulthi (Horse Gram),2005-2006,51.00,16.00,312
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2005-2006,2.00,1.00,417
Jharkhand,Kharif,Kulthi (Horse Gram),2005-2006,18.00,7.00,410
Karnataka,Kharif,Kulthi (Horse Gram),2005-2006,125.00,73.00,584
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2005-2006,29.00,8.00,285
Maharashtra,Kharif,Kulthi (Horse Gram),2005-2006,54.00,17.00,320
Odisha,Kharif,Kulthi (Horse Gram),2005-2006,75.00,21.00,279
Tamil Nadu,Kharif,Kulthi (Horse Gram),2005-2006,6.00,4.00,610
India,Kharif,Kulthi (Horse Gram),2005-2006,381.00,161.00,423
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2005-2006,47.00,16.00,340
Chhattisgarh,Rabi,Kulthi (Horse Gram),2005-2006,3.00,1.00,290
Karnataka,Rabi,Kulthi (Horse Gram),2005-2006,145.00,58.00,400
Kerala,Rabi,Kulthi (Horse Gram),2005-2006,4.00,3.00,825
Madhya Pradesh,Rabi,Kulthi (Horse Gram),2005-2006,1.00,-,-
Maharashtra,Rabi,Kulthi (Horse Gram),2005-2006,11.00,5.00,450
Tamil Nadu,Rabi,Kulthi (Horse Gram),2005-2006,55.00,18.00,338
West Bengal,Rabi,Kulthi (Horse Gram),2005-2006,3.00,1.00,464
India,Rabi,Kulthi (Horse Gram),2005-2006,268.00,103.00,384
Andhra Pradesh,Total,Kulthi (Horse Gram),2005-2006,57.00,20.00,353
Bihar,Total,Kulthi (Horse Gram),2005-2006,11.00,10.00,858
Chhattisgarh,Total,Kulthi (Horse Gram),2005-2006,54.00,17.00,311
Himachal Pradesh,Total,Kulthi (Horse Gram),2005-2006,2.00,1.00,417
Jharkhand,Total,Kulthi (Horse Gram),2005-2006,18.00,7.00,410
Karnataka,Total,Kulthi (Horse Gram),2005-2006,270.00,131.00,485
Kerala,Total,Kulthi (Horse Gram),2005-2006,4.00,3.00,825
Madhya Pradesh,Total,Kulthi (Horse Gram),2005-2006,29.00,8.00,279
Maharashtra,Total,Kulthi (Horse Gram),2005-2006,65.00,22.00,342
Odisha,Total,Kulthi (Horse Gram),2005-2006,75.00,21.00,279
Tamil Nadu,Total,Kulthi (Horse Gram),2005-2006,60.00,22.00,364
West Bengal,Total,Kulthi (Horse Gram),2005-2006,3.00,1.00,464
India,Total,Kulthi (Horse Gram),2005-2006,650.00,264.00,407
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2006-2007,10.00,5.00,500
Bihar,Kharif,Kulthi (Horse Gram),2006-2007,14.00,12.00,864
Chhattisgarh,Kharif,Kulthi (Horse Gram),2006-2007,50.00,16.00,317
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2006-2007,3.00,1.00,500
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2006-2007,2.00,1.00,304
Jharkhand,Kharif,Kulthi (Horse Gram),2006-2007,16.00,7.00,405
Karnataka,Kharif,Kulthi (Horse Gram),2006-2007,111.00,42.00,378
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2006-2007,29.00,9.00,298
Maharashtra,Kharif,Kulthi (Horse Gram),2006-2007,61.00,20.00,322
Odisha,Kharif,Kulthi (Horse Gram),2006-2007,73.00,21.00,288
Tamil Nadu,Kharif,Kulthi (Horse Gram),2006-2007,21.00,6.00,296
India,Kharif,Kulthi (Horse Gram),2006-2007,390.00,139.00,357
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2006-2007,54.00,25.00,463
Chhattisgarh,Rabi,Kulthi (Horse Gram),2006-2007,3.00,1.00,296
Karnataka,Rabi,Kulthi (Horse Gram),2006-2007,218.00,65.00,298
Kerala,Rabi,Kulthi (Horse Gram),2006-2007,4.00,3.00,825
Madhya Pradesh,Rabi,Kulthi (Horse Gram),2006-2007,1.00,-,-
Maharashtra,Rabi,Kulthi (Horse Gram),2006-2007,11.00,5.00,455
Tamil Nadu,Rabi,Kulthi (Horse Gram),2006-2007,34.00,32.00,930
West Bengal,Rabi,Kulthi (Horse Gram),2006-2007,2.00,1.00,458
India,Rabi,Kulthi (Horse Gram),2006-2007,328.00,133.00,404
Andhra Pradesh,Total,Kulthi (Horse Gram),2006-2007,64.00,30.00,469
Bihar,Total,Kulthi (Horse Gram),2006-2007,14.00,12.00,864
Chhattisgarh,Total,Kulthi (Horse Gram),2006-2007,52.00,17.00,316
Himachal Pradesh,Total,Kulthi (Horse Gram),2006-2007,3.00,1.00,500
Jammu & Kashmir,Total,Kulthi (Horse Gram),2006-2007,2.00,1.00,304
Jharkhand,Total,Kulthi (Horse Gram),2006-2007,16.00,7.00,405
Karnataka,Total,Kulthi (Horse Gram),2006-2007,329.00,107.00,325
Kerala,Total,Kulthi (Horse Gram),2006-2007,4.00,3.00,825
Madhya Pradesh,Total,Kulthi (Horse Gram),2006-2007,29.00,9.00,291
Maharashtra,Total,Kulthi (Horse Gram),2006-2007,72.00,25.00,343
Odisha,Total,Kulthi (Horse Gram),2006-2007,73.00,21.00,288
Tamil Nadu,Total,Kulthi (Horse Gram),2006-2007,56.00,38.00,688
West Bengal,Total,Kulthi (Horse Gram),2006-2007,2.00,1.00,458
India,Total,Kulthi (Horse Gram),2006-2007,717.00,271.00,378
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2007-2008,7.00,4.00,571
Bihar,Kharif,Kulthi (Horse Gram),2007-2008,14.00,13.00,894
Chhattisgarh,Kharif,Kulthi (Horse Gram),2007-2008,47.00,15.00,320
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2007-2008,2.00,1.00,458
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2007-2008,2.00,1.00,316
Jharkhand,Kharif,Kulthi (Horse Gram),2007-2008,16.00,7.00,405
Karnataka,Kharif,Kulthi (Horse Gram),2007-2008,100.00,54.00,540
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2007-2008,25.00,8.00,329
Maharashtra,Kharif,Kulthi (Horse Gram),2007-2008,59.00,24.00,407
Odisha,Kharif,Kulthi (Horse Gram),2007-2008,72.00,21.00,292
Tamil Nadu,Kharif,Kulthi (Horse Gram),2007-2008,23.00,4.00,164
India,Kharif,Kulthi (Horse Gram),2007-2008,368.00,151.00,410
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2007-2008,43.00,21.00,488
Chhattisgarh,Rabi,Kulthi (Horse Gram),2007-2008,4.00,1.00,316
Karnataka,Rabi,Kulthi (Horse Gram),2007-2008,127.00,66.00,520
Kerala,Rabi,Kulthi (Horse Gram),2007-2008,4.00,3.00,825
Madhya Pradesh,Rabi,Kulthi (Horse Gram),2007-2008,1.00,-,-
Maharashtra,Rabi,Kulthi (Horse Gram),2007-2008,19.00,11.00,579
Tamil Nadu,Rabi,Kulthi (Horse Gram),2007-2008,25.00,19.00,762
West Bengal,Rabi,Kulthi (Horse Gram),2007-2008,2.00,1.00,500
India,Rabi,Kulthi (Horse Gram),2007-2008,225.00,123.00,547
Andhra Pradesh,Total,Kulthi (Horse Gram),2007-2008,50.00,25.00,500
Bihar,Total,Kulthi (Horse Gram),2007-2008,14.00,13.00,894
Chhattisgarh,Total,Kulthi (Horse Gram),2007-2008,50.00,16.00,319
Himachal Pradesh,Total,Kulthi (Horse Gram),2007-2008,2.00,1.00,458
Jammu & Kashmir,Total,Kulthi (Horse Gram),2007-2008,2.00,1.00,316
Jharkhand,Total,Kulthi (Horse Gram),2007-2008,16.00,7.00,405
Karnataka,Total,Kulthi (Horse Gram),2007-2008,227.00,120.00,529
Kerala,Total,Kulthi (Horse Gram),2007-2008,4.00,3.00,825
Madhya Pradesh,Total,Kulthi (Horse Gram),2007-2008,26.00,8.00,322
Maharashtra,Total,Kulthi (Horse Gram),2007-2008,78.00,35.00,449
Odisha,Total,Kulthi (Horse Gram),2007-2008,72.00,21.00,292
Tamil Nadu,Total,Kulthi (Horse Gram),2007-2008,48.00,23.00,475
West Bengal,Total,Kulthi (Horse Gram),2007-2008,2.00,1.00,500
India,Total,Kulthi (Horse Gram),2007-2008,593.00,274.00,462
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2008-2009,4.00,2.00,500
Bihar,Kharif,Kulthi (Horse Gram),2008-2009,11.00,10.00,920
Chhattisgarh,Kharif,Kulthi (Horse Gram),2008-2009,49.00,15.00,315
Haryana,Kharif,Kulthi (Horse Gram),2008-2009,1.00,-,-
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2008-2009,2.00,1.00,409
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2008-2009,2.00,1.00,333
Jharkhand,Kharif,Kulthi (Horse Gram),2008-2009,14.00,6.00,436
Karnataka,Kharif,Kulthi (Horse Gram),2008-2009,94.00,41.00,436
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2008-2009,24.00,8.00,317
Maharashtra,Kharif,Kulthi (Horse Gram),2008-2009,29.00,10.00,345
Odisha,Kharif,Kulthi (Horse Gram),2008-2009,59.00,16.00,274
Tamil Nadu,Kharif,Kulthi (Horse Gram),2008-2009,23.00,10.00,434
India,Kharif,Kulthi (Horse Gram),2008-2009,312.00,120.00,385
Andhra Pradesh,Rabi,Kulthi (Horse Gram),2008-2009,34.00,14.00,412
Chhattisgarh,Rabi,Kulthi (Horse Gram),2008-2009,5.00,1.00,292
Karnataka,Rabi,Kulthi (Horse Gram),2008-2009,122.00,47.00,385
Kerala,Rabi,Kulthi (Horse Gram),2008-2009,4.00,3.00,833
Maharashtra,Rabi,Kulthi (Horse Gram),2008-2009,14.00,8.00,571
Tamil Nadu,Rabi,Kulthi (Horse Gram),2008-2009,22.00,11.00,509
West Bengal,Rabi,Kulthi (Horse Gram),2008-2009,2.00,1.00,474
India,Rabi,Kulthi (Horse Gram),2008-2009,203.00,86.00,422
Andhra Pradesh,Total,Kulthi (Horse Gram),2008-2009,38.00,16.00,421
Bihar,Total,Kulthi (Horse Gram),2008-2009,11.00,10.00,920
Chhattisgarh,Total,Kulthi (Horse Gram),2008-2009,54.00,17.00,313
Haryana,Total,Kulthi (Horse Gram),2008-2009,1.00,,
Himachal Pradesh,Total,Kulthi (Horse Gram),2008-2009,2.00,1.00,409
Jammu & Kashmir,Total,Kulthi (Horse Gram),2008-2009,2.00,1.00,333
Jharkhand,Total,Kulthi (Horse Gram),2008-2009,14.00,6.00,436
Karnataka,Total,Kulthi (Horse Gram),2008-2009,216.00,88.00,407
Kerala,Total,Kulthi (Horse Gram),2008-2009,4.00,3.00,833
Madhya Pradesh,Total,Kulthi (Horse Gram),2008-2009,24.00,8.00,317
Maharashtra,Total,Kulthi (Horse Gram),2008-2009,43.00,18.00,419
Odisha,Total,Kulthi (Horse Gram),2008-2009,59.00,16.00,274
Tamil Nadu,Total,Kulthi (Horse Gram),2008-2009,45.00,21.00,471
West Bengal,Total,Kulthi (Horse Gram),2008-2009,2.00,1.00,474
India,Total,Kulthi (Horse Gram),2008-2009,515.00,206.00,400
Andhra Pradesh,Kharif,Kulthi (Horse Gram),2009-2010,20.00,13.00,650
Bihar,Kharif,Kulthi (Horse Gram),2009-2010,11.00,10.00,962
Chhattisgarh,Kharif,Kulthi (Horse Gram),2009-2010,47.00,13.00,276
Haryana,Kharif,Kulthi (Horse Gram),2009-2010,1.00,-,-
Himachal Pradesh,Kharif,Kulthi (Horse Gram),2009-2010,2.00,1.00,285
Jammu & Kashmir,Kharif,Kulthi (Horse Gram),2009-2010,2.00,1.00,333
Jharkhand,Kharif,Kulthi (Horse Gram),2009-2010,14.00,6.00,436
Karnataka,Kharif,Kulthi (Horse Gram),2009-2010,115.00,56.00,487
Madhya Pradesh,Kharif,Kulthi (Horse Gram),2009-2010,23.00,7.00,303
